className,subclassShortName,source,level,name,description
Ranger (Revised),Drakewarden,FTD,15,Large Drake,"The drake grows to Large size. When you ride your drake, it is no longer prohibited from using the flying speed of Bond of Fang and Scale.
-------------
 "
Ranger (Revised),Drakewarden,FTD,15,Reflexive Resistance,"When either you or the drake takes damage while you're within 30 feet of each other, you can use your reaction to give yourself or the drake resistance to that instance of damage. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
-------------
 "
Ranger (Revised),Drakewarden,FTD,15,Perfected Bond,"{@i 15th-level Drakewarden feature}
-------------
Your bond to your drake reaches the pinnacle of its power. While your drake is summoned, you and the drake gain the following benefits:
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,3,Fey Wanderer,"{@note Note that this subclass is intended for use with the Ranger class presented in the Player's Handbook. It is presented here for convenience, and may be unsuitable for use as a Spell-less Ranger subclass.}
-------------
A fey mystique surrounds you, thanks to the boon of an archfey, the shining fruit you ate from a talking tree, the magic spring you swam in, or some other auspicious event. However you acquired your fey magic, you are now a Fey Wanderer, a ranger who represents both the mortal and the fey realms. As you wander the multiverse, your joyful laughter brightens the hearts of the downtrodden, and your martial prowess strikes terror in your foes, for great is the mirth of the fey and dreadful is their fury.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,3,Dreadful Strikes,"{@i 3rd-level Fey Wanderer feature}
-------------
You can augment your weapon strikes with mind-scarring magic, drawn from the gloomy hollows of the Feywild. When you hit a creature with a weapon, you can deal an extra {@damage 1d4} psychic damage to the target, which can take this extra damage only once per turn.
-------------
The extra damage increases to {@dice 1d6} when you reach 11th level in this class.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,3,Fey Wanderer Spells,"[['Ranger Level', 'Spells'], ['3rd', '{@spell charm person}'], ['5th', '{@spell misty step}'], ['9th', '{@spell dispel magic}'], ['13th', '{@spell dimension door}'], ['17th', '{@spell mislead}']] "
Ranger (Revised),Fey Wanderer,TCE,3,Fey Wanderer Magic,"{@i 3rd-level Fey Wanderer feature}
-------------
You learn an additional spell when you reach certain levels in this class, as shown in the Fey Wanderer Spells table. Each spell counts as a ranger spell for you, but it doesn't count against the number of ranger spells you know.
-------------
You also possess a preternatural blessing from a fey ally or a place of fey power. Choose your blessing from the Feywild Gifts table or determine it randomly.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,3,Feywild Gifts,"[['d6', 'Gift'], ['1', 'Illusory butterflies flutter around you while you take a short or long rest.'], ['2', 'Fresh, seasonal flowers sprout from your hair each dawn.'], ['3', 'You faintly smell of cinnamon, lavender, nutmeg, or another comforting herb or spice.'], ['4', 'Your shadow dances while no one is looking directly at it.'], ['5', 'Horns or antlers sprout from your head.'], ['6', 'Your skin and hair change color to match the season at each dawn.']] "
Ranger (Revised),Fey Wanderer,TCE,3,Otherworldly Glamour,"{@i 3rd-level Fey Wanderer feature}
-------------
Your fey qualities give you a supernatural charm. As a result, whenever you make a Charisma check, you gain a bonus to the check equal to your Wisdom modifier (minimum of +1).
-------------
In addition, you gain proficiency in one of the following skills of your choice: {@skill Deception}, {@skill Performance}, or {@skill Persuasion}.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,5,Extra Attack,"Beginning at 5th level, you can attack twice, instead of once, whenever you take the {@action Attack} action on your turn.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,7,Beguiling Twist,"{@i 7th-level Fey Wanderer feature}
-------------
The magic of the Feywild guards your mind. You have advantage on saving throws against being {@condition charmed} or {@condition frightened}.
-------------
In addition, whenever you or a creature you can see within 120 feet of you succeeds on a saving throw against being {@condition charmed} or {@condition frightened}, you can use your reaction to force a different creature you can see within 120 feet of you to make a Wisdom saving throw against your spell save DC. If the save fails, the target is {@condition charmed} or {@condition frightened} by you (your choice) for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a successful save.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,11,Fey Reinforcements,"{@i 11th-level Fey Wanderer feature}
-------------
The royal courts of the Feywild have blessed you with the assistance of fey beings: you know {@spell summon fey}. It doesn't count against the number of ranger spells you know, and you can cast it without a material component. You can also cast it once without a spell slot, and you regain the ability to do so when you finish a long rest.
-------------
Whenever you start casting the spell, you can modify it so that it doesn't require {@status concentration}. If you do so, the spell's duration becomes 1 minute for that casting.
-------------
 "
Ranger (Revised),Fey Wanderer,TCE,15,Misty Wanderer,"{@i 15th-level Fey Wanderer feature}
-------------
You can slip in and out of the Feywild to move in a blink of an eye: you can cast {@spell misty step} without expending a spell slot. You can do so a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a long rest.
-------------
In addition, whenever you cast {@i misty step}, you can bring along one willing creature you can see within 5 feet of you. That creature teleports to an unoccupied space of your choice within 5 feet of your destination space.
-------------
 "
Ranger (Revised),Swarmkeeper,TCE,3,Swarmkeeper,"{@note Note that this subclass is intended for use with the Ranger class presented in the Player's Handbook. It is presented here for convenience, and may be unsuitable for use as a Spell-less Ranger subclass.}
-------------
Feeling a deep connection to the environment around them, some rangers reach out through their magical connection to the world and bond with a swarm of nature spirits. The swarm becomes a potent force in battle, as well as helpful company for the ranger. Some Swarmkeepers are outcasts or hermits, keeping to themselves and their attendant swarms rather than dealing with the discomfort of others. Other Swarmkeepers enjoy building vibrant communities that work for the mutual benefit of all those they consider part of their swarm.
-------------
 "
